transaction_id,customer_id,product_category,product_subcategory,quantity,unit_price,total_amount,placement_score
TXN_000073,CUST_0102,Beverages,Juice,1,3.18,3.18,64.9
TXN_000073,CUST_0102,Snacks,Cookies,1,4.6,4.6,88.2
TXN_000074,CUST_0077,Meat,Beef,3,8.4,25.2,45.3
TXN_000074,CUST_0077,Dairy,Cream,1,2.21,2.21,85.0
TXN_000074,CUST_0077,Beverages,Coffee,2,9.92,19.84,93.7
TXN_000074,CUST_0077,Bakery,Muffins,2,2.02,4.04,89.7
TXN_000074,CUST_0077,Frozen,Frozen_Vegetables,1,2.7,2.7,73.7
TXN_000074,CUST_0077,Meat,Fish,1,8.02,8.02,62.0
TXN_000074,CUST_0077,Bakery,Bagels,2,4.38,8.76,95.8
TXN_000075,CUST_0140,Frozen,Frozen_Vegetables,1,2.33,2.33,72.2
TXN_000075,CUST_0140,Meat,Fish,2,7.41,14.82,71.6
TXN_000075,CUST_0140,Frozen,Frozen_Meals,4,3.21,12.84,71.5
TXN_000075,CUST_0140,Household,Toilet_Paper,3,17.14,51.42,91.9
TXN_000075,CUST_0140,Household,Paper_Towels,3,10.38,31.14,89.9
TXN_000075,CUST_0140,Frozen,Ice_Cream,3,5.81,17.43,71.6
TXN_000075,CUST_0140,Meat,Beef,2,13.26,26.52,60.0
TXN_000076,CUST_0296,Dairy,Yogurt,1,1.24,1.24,46.6
TXN_000076,CUST_0296,Bakery,Pastries,3,3.66,10.98,68.2
TXN_000077,CUST_0241,Frozen,Frozen_Meals,1,5.22,5.22,50.4
TXN_000077,CUST_0241,Meat,Beef,2,10.28,20.56,89.0
TXN_000077,CUST_0241,Produce,Onions,2,1.11,2.22,97.5
TXN_000077,CUST_0241,Frozen,Frozen_Pizza,1,5.03,5.03,63.7
TXN_000077,CUST_0241,Frozen,Frozen_Vegetables,2,3.49,6.98,87.1
TXN_000077,CUST_0241,Meat,Fish,1,11.5,11.5,77.5
TXN_000078,CUST_0165,Household,Cleaning_Supplies,1,9.11,9.11,100.0
TXN_000078,CUST_0165,Household,Detergent,4,9.8,39.2,100.0
TXN_000078,CUST_0165,Household,Toilet_Paper,4,12.11,48.44,89.4
TXN_000078,CUST_0165,Pantry,Spices,2,5.79,11.58,58.0
TXN_000078,CUST_0165,Personal_Care,Toothpaste,2,4.73,9.46,100.0
TXN_000078,CUST_0165,Household,Paper_Towels,1,9.66,9.66,89.8
TXN_000079,CUST_0162,Meat,Chicken,3,8.12,24.36,98.4
TXN_000079,CUST_0162,Pantry,Rice,2,3.08,6.16,78.8
TXN_000079,CUST_0162,Dairy,Milk,1,4.94,4.94,62.6
TXN_000080,CUST_0278,Beverages,Tea,2,4.63,9.26,49.3
TXN_000080,CUST_0278,Beverages,Coffee,4,8.18,32.72,59.8
TXN_000080,CUST_0278,Frozen,Frozen_Meals,1,3.29,3.29,45.6
TXN_000080,CUST_0278,Dairy,Butter,1,5.57,5.57,59.7
TXN_000081,CUST_0105,Meat,Beef,1,14.17,14.17,78.3
TXN_000081,CUST_0105,Produce,Onions,1,1.06,1.06,79.2
TXN_000081,CUST_0105,Meat,Chicken,2,9.65,19.3,100.0
TXN_000081,CUST_0105,Pantry,Rice,3,3.76,11.28,93.3
TXN_000082,CUST_0082,Meat,Fish,1,8.45,8.45,84.4
TXN_000082,CUST_0082,Frozen,Frozen_Vegetables,2,3.87,7.74,100.0
TXN_000082,CUST_0082,Produce,Carrots,1,1.12,1.12,90.9
TXN_000082,CUST_0082,Meat,Beef,1,13.07,13.07,94.4
TXN_000082,CUST_0082,Produce,Onions,1,1.22,1.22,92.3
TXN_000082,CUST_0082,Meat,Pork,1,10.12,10.12,77.8
TXN_000082,CUST_0082,Meat,Deli_Meat,1,6.67,6.67,83.9
TXN_000083,CUST_0234,Personal_Care,Shampoo,2,11.76,23.52,84.7
TXN_000083,CUST_0234,Personal_Care,Soap,1,3.02,3.02,78.6
TXN_000083,CUST_0234,Frozen,Frozen_Vegetables,1,3.39,3.39,43.7
TXN_000084,CUST_0070,Dairy,Cream,4,3.37,13.48,100.0
TXN_000084,CUST_0070,Bakery,Bagels,3,4.14,12.42,98.5
TXN_000084,CUST_0070,Beverages,Coffee,1,11.52,11.52,100.0
TXN_000084,CUST_0070,Meat,Deli_Meat,1,6.64,6.64,64.5
TXN_000084,CUST_0070,Household,Toilet_Paper,1,16.51,16.51,82.4
TXN_000084,CUST_0070,Household,Paper_Towels,5,8.34,41.7,79.0
TXN_000084,CUST_0070,Frozen,Frozen_Vegetables,5,2.81,14.05,82.6
TXN_000085,CUST_0276,Beverages,Water,2,1.88,3.76,91.4
TXN_000085,CUST_0276,Beverages,Tea,1,4.64,4.64,73.4
TXN_000085,CUST_0276,Beverages,Soda,3,2.7,8.1,100.0
TXN_000085,CUST_0276,Bakery,Muffins,1,3.64,3.64,71.0
TXN_000085,CUST_0276,Snacks,Chips,1,2.97,2.97,86.8
TXN_000086,CUST_0211,Dairy,Yogurt,1,2.04,2.04,62.1
TXN_000086,CUST_0211,Produce,Bananas,1,1.06,1.06,52.8
TXN_000086,CUST_0211,Beverages,Soda,1,1.61,1.61,83.1
TXN_000086,CUST_0211,Snacks,Chips,2,3.39,6.78,96.1
TXN_000087,CUST_0254,Dairy,Yogurt,3,1.78,5.34,75.4
TXN_000087,CUST_0254,Produce,Bananas,1,1.07,1.07,69.8
TXN_000087,CUST_0254,Beverages,Water,1,1.58,1.58,63.6
TXN_000087,CUST_0254,Dairy,Milk,3,4.63,13.89,74.8
TXN_000088,CUST_0074,Beverages,Soda,4,1.53,6.12,98.1
TXN_000088,CUST_0074,Produce,Tomatoes,1,3.85,3.85,100.0
TXN_000088,CUST_0074,Snacks,Chips,1,4.8,4.8,99.0
TXN_000088,CUST_0074,Produce,Lettuce,1,1.89,1.89,87.8
TXN_000088,CUST_0074,Pantry,Canned_Goods,1,1.61,1.61,76.4
TXN_000088,CUST_0074,Personal_Care,Deodorant,1,6.05,6.05,66.1
TXN_000089,CUST_0195,Meat,Deli_Meat,1,5.65,5.65,73.9
TXN_000089,CUST_0195,Frozen,Frozen_Vegetables,2,2.36,4.72,61.7
TXN_000089,CUST_0195,Dairy,Yogurt,2,2.06,4.12,99.3
TXN_000089,CUST_0195,Meat,Chicken,1,11.74,11.74,100.0
TXN_000089,CUST_0195,Pantry,Rice,1,4.42,4.42,100.0
TXN_000089,CUST_0195,Produce,Bananas,2,1.47,2.94,100.0
TXN_000090,CUST_0223,Produce,Bananas,3,1.42,4.26,98.4
TXN_000090,CUST_0223,Snacks,Nuts,2,7.29,14.58,92.7
TXN_000090,CUST_0223,Beverages,Tea,3,7.5,22.5,79.0
TXN_000090,CUST_0223,Unknown,Beer,3,3.47,10.41,83.5
TXN_000090,CUST_0223,Dairy,Yogurt,3,1.64,4.92,83.6
TXN_000091,CUST_0167,Dairy,Butter,1,4.97,4.97,97.2
TXN_000091,CUST_0167,Bakery,Bread,1,3.47,3.47,92.2
TXN_000091,CUST_0167,Dairy,Cream,1,2.05,2.05,88.6
TXN_000091,CUST_0167,Beverages,Coffee,2,9.25,18.5,75.7
TXN_000091,CUST_0167,Bakery,Bagels,1,4.19,4.19,97.1
TXN_000092,CUST_0196,Household,Detergent,5,7.23,36.15,53.6
TXN_000092,CUST_0196,Frozen,Ice_Cream,1,6.87,6.87,93.1
TXN_000092,CUST_0196,Produce,Tomatoes,2,3.98,7.96,100.0
TXN_000092,CUST_0196,Produce,Lettuce,1,1.62,1.62,83.0
TXN_000092,CUST_0196,Snacks,Cookies,1,5.63,5.63,90.3
TXN_000093,CUST_0005,Beverages,Tea,1,3.35,3.35,36.9
TXN_000093,CUST_0005,Snacks,Cookies,2,2.74,5.48,73.0
TXN_000093,CUST_0005,Frozen,Ice_Cream,2,7.52,15.04,98.6
TXN_000094,CUST_0227,Pantry,Pasta,2,1.99,3.98,82.8
TXN_000094,CUST_0227,Meat,Fish,5,15.6,78.0,95.3
TXN_000094,CUST_0227,Beverages,Tea,2,6.65,13.3,57.4
TXN_000094,CUST_0227,Frozen,Frozen_Vegetables,2,3.92,7.84,100.0
TXN_000094,CUST_0227,Bakery,Pastries,1,5.07,5.07,56.4
TXN_000094,CUST_0227,Personal_Care,Shampoo,1,7.6,7.6,43.7
TXN_000095,CUST_0055,Bakery,Muffins,1,3.33,3.33,90.7
TXN_000095,CUST_0055,Beverages,Coffee,1,11.95,11.95,98.7
TXN_000095,CUST_0055,Dairy,Cream,4,3.08,12.32,100.0
TXN_000095,CUST_0055,Bakery,Bagels,2,3.18,6.36,100.0
TXN_000095,CUST_0055,Bakery,Cakes,3,8.89,26.67,78.0
TXN_000095,CUST_0055,Dairy,Butter,2,3.59,7.18,87.7
TXN_000096,CUST_0255,Meat,Pork,1,8.88,8.88,40.3
TXN_000096,CUST_0255,Bakery,Bagels,1,3.89,3.89,84.1
TXN_000096,CUST_0255,Pantry,Cereals,2,4.55,9.1,63.0
TXN_000096,CUST_0255,Dairy,Cream,5,3.7,18.5,100.0
TXN_000097,CUST_0129,Snacks,Chips,4,2.35,9.4,43.5
TXN_000097,CUST_0129,Household,Cleaning_Supplies,3,9.08,27.24,78.3
TXN_000097,CUST_0129,Produce,Lettuce,3,2.69,8.07,49.9
TXN_000098,CUST_0050,Household,Paper_Towels,1,12.86,12.86,43.1
TXN_000098,CUST_0050,Meat,Fish,1,19.68,19.68,78.7
TXN_000098,CUST_0050,Dairy,Yogurt,1,2.29,2.29,88.8
TXN_000098,CUST_0050,Produce,Bananas,4,1.14,4.56,100.0
TXN_000099,CUST_0068,Produce,Apples,2,2.1,4.2,67.5
TXN_000099,CUST_0068,Pantry,Rice,1,3.1,3.1,59.1
TXN_000099,CUST_0068,Bakery,Pastries,1,3.94,3.94,45.4
TXN_000100,CUST_0103,Produce,Lettuce,1,1.66,1.66,55.3
TXN_000100,CUST_0103,Pantry,Cereals,2,4.95,9.9,100.0
TXN_000100,CUST_0103,Dairy,Milk,1,3.12,3.12,78.3
TXN_000100,CUST_0103,Meat,Pork,1,13.96,13.96,100.0
TXN_000100,CUST_0103,Frozen,Frozen_Pizza,1,6.78,6.78,60.1
TXN_000101,CUST_0152,Snacks,Crackers,1,3.53,3.53,87.6
TXN_000101,CUST_0152,Produce,Carrots,5,1.81,9.05,72.7
TXN_000101,CUST_0152,Dairy,Cheese,2,6.11,12.22,95.3
TXN_000101,CUST_0152,Snacks,Candy,1,1.39,1.39,54.0
TXN_000101,CUST_0152,Beverages,Juice,1,3.1,3.1,82.9
TXN_000101,CUST_0152,Personal_Care,Deodorant,1,7.14,7.14,77.0
TXN_000102,CUST_0188,Produce,Apples,1,2.22,2.22,51.1
TXN_000102,CUST_0188,Dairy,Milk,1,3.52,3.52,40.6
TXN_000103,CUST_0136,Frozen,Frozen_Pizza,1,4.05,4.05,48.1
TXN_000103,CUST_0136,Frozen,Frozen_Meals,1,6.9,6.9,62.0
TXN_000103,CUST_0136,Household,Detergent,2,10.09,20.18,87.8
TXN_000103,CUST_0136,Household,Cleaning_Supplies,3,3.69,11.07,69.5
TXN_000103,CUST_0136,Frozen,Ice_Cream,1,6.95,6.95,54.7
TXN_000104,CUST_0288,Meat,Deli_Meat,1,5.58,5.58,66.8
TXN_000104,CUST_0288,Bakery,Bagels,3,4.91,14.73,77.3
TXN_000104,CUST_0288,Household,Cleaning_Supplies,3,5.21,15.63,84.2
TXN_000104,CUST_0288,Snacks,Crackers,1,4.52,4.52,84.6
TXN_000104,CUST_0288,Household,Detergent,1,14.12,14.12,100.0
TXN_000105,CUST_0060,Produce,Lettuce,3,2.46,7.38,94.2
TXN_000105,CUST_0060,Produce,Tomatoes,2,2.13,4.26,78.5
TXN_000105,CUST_0060,Produce,Apples,2,2.27,4.54,73.5
TXN_000105,CUST_0060,Produce,Carrots,2,1.04,2.08,64.9
TXN_000105,CUST_0060,Produce,Onions,1,1.11,1.11,76.4
TXN_000105,CUST_0060,Meat,Beef,1,17.57,17.57,100.0
TXN_000106,CUST_0213,Household,Toilet_Paper,1,17.75,17.75,80.4
TXN_000106,CUST_0213,Household,Paper_Towels,2,9.3,18.6,77.5
TXN_000106,CUST_0213,Meat,Beef,1,8.21,8.21,75.8
TXN_000106,CUST_0213,Produce,Onions,1,2.45,2.45,100.0
TXN_000107,CUST_0112,Beverages,Coffee,1,6.44,6.44,73.9
TXN_000107,CUST_0112,Dairy,Cream,1,3.23,3.23,100.0
TXN_000107,CUST_0112,Produce,Carrots,2,1.04,2.08,72.8
TXN_000107,CUST_0112,Pantry,Spices,4,6.79,27.16,88.6
TXN_000107,CUST_0112,Bakery,Bagels,2,4.62,9.24,100.0
TXN_000108,CUST_0032,Pantry,Spices,1,4.03,4.03,56.6
TXN_000108,CUST_0032,Beverages,Water,1,1.61,1.61,39.3
TXN_000108,CUST_0032,Pantry,Rice,4,2.72,10.88,100.0
TXN_000108,CUST_0032,Meat,Chicken,3,9.52,28.56,100.0
TXN_000108,CUST_0032,Pantry,Cereals,1,5.45,5.45,100.0
TXN_000108,CUST_0032,Dairy,Milk,3,3.92,11.76,91.3
TXN_000109,CUST_0111,Bakery,Bagels,2,4.55,9.1,89.7
TXN_000109,CUST_0111,Dairy,Cream,2,3.97,7.94,100.0
TXN_000109,CUST_0111,Household,Paper_Towels,4,8.3,33.2,91.2
TXN_000109,CUST_0111,Beverages,Coffee,2,10.72,21.44,100.0
TXN_000109,CUST_0111,Personal_Care,Soap,1,2.52,2.52,79.0
TXN_000109,CUST_0111,Household,Toilet_Paper,2,15.9,31.8,100.0
TXN_000109,CUST_0111,Bakery,Muffins,2,2.6,5.2,100.0
TXN_000110,CUST_0068,Dairy,Milk,2,4.52,9.04,100.0
TXN_000110,CUST_0068,Pantry,Cereals,1,4.38,4.38,78.3
TXN_000110,CUST_0068,Dairy,Butter,3,4.01,12.03,97.2
TXN_000110,CUST_0068,Bakery,Bread,2,3.47,6.94,93.4
TXN_000110,CUST_0068,Frozen,Frozen_Pizza,1,7.14,7.14,88.6
TXN_000110,CUST_0068,Dairy,Cream,2,2.01,4.02,86.7
TXN_000110,CUST_0068,Beverages,Coffee,4,7.58,30.32,97.2
TXN_000111,CUST_0023,Snacks,Nuts,1,6.44,6.44,38.5
TXN_000111,CUST_0023,Household,Cleaning_Supplies,2,9.2,18.4,76.2
TXN_000111,CUST_0023,Household,Detergent,2,9.52,19.04,91.4
TXN_000111,CUST_0023,Dairy,Cheese,1,6.48,6.48,39.0
TXN_000112,CUST_0032,Beverages,Water,3,1.09,3.27,39.6
TXN_000112,CUST_0032,Beverages,Juice,2,2.19,4.38,63.5
TXN_000112,CUST_0032,Frozen,Frozen_Meals,2,5.25,10.5,69.5
TXN_000112,CUST_0032,Beverages,Tea,2,7.02,14.04,77.7
TXN_000113,CUST_0038,Produce,Apples,3,2.25,6.75,62.9
TXN_000113,CUST_0038,Produce,Carrots,2,1.79,3.58,47.8
TXN_000113,CUST_0038,Produce,Tomatoes,2,2.88,5.76,74.5
TXN_000113,CUST_0038,Produce,Lettuce,1,1.63,1.63,52.9
TXN_000114,CUST_0233,Frozen,Frozen_Vegetables,2,3.47,6.94,44.8
TXN_000114,CUST_0233,Produce,Bananas,2,1.35,2.7,67.8
TXN_000114,CUST_0233,Produce,Lettuce,1,2.11,2.11,42.0
TXN_000115,CUST_0283,Snacks,Nuts,2,5.48,10.96,96.7
TXN_000115,CUST_0283,Beverages,Juice,1,3.0,3.0,90.8
TXN_000115,CUST_0283,Unknown,Beer,2,3.69,7.38,94.2
TXN_000115,CUST_0283,Snacks,Cookies,4,3.41,13.64,100.0
TXN_000115,CUST_0283,Frozen,Ice_Cream,3,4.74,14.22,77.4
TXN_000116,CUST_0161,Beverages,Juice,1,3.45,3.45,89.8
TXN_000116,CUST_0161,Snacks,Cookies,1,5.05,5.05,100.0
TXN_000116,CUST_0161,Frozen,Ice_Cream,3,4.64,13.92,71.0
TXN_000116,CUST_0161,Frozen,Frozen_Vegetables,3,3.31,9.93,91.4
TXN_000116,CUST_0161,Meat,Fish,4,7.9,31.6,81.2
TXN_000116,CUST_0161,Beverages,Tea,1,4.23,4.23,63.4
TXN_000116,CUST_0161,Household,Paper_Towels,4,9.75,39.0,74.3
TXN_000117,CUST_0031,Personal_Care,Soap,3,1.2,3.6,62.6
TXN_000117,CUST_0031,Personal_Care,Shampoo,1,4.27,4.27,60.8
TXN_000117,CUST_0031,Personal_Care,Deodorant,1,4.74,4.74,36.0
TXN_000117,CUST_0031,Beverages,Juice,3,2.07,6.21,46.0
TXN_000118,CUST_0027,Meat,Pork,4,6.42,25.68,87.7
TXN_000118,CUST_0027,Pantry,Canned_Goods,1,1.52,1.52,100.0
TXN_000118,CUST_0027,Pantry,Pasta,1,2.35,2.35,85.0
TXN_000118,CUST_0027,Meat,Chicken,1,11.8,11.8,97.1
TXN_000118,CUST_0027,Pantry,Rice,1,2.45,2.45,94.3
TXN_000119,CUST_0059,Meat,Beef,1,16.51,16.51,100.0
TXN_000119,CUST_0059,Produce,Onions,1,2.29,2.29,100.0
TXN_000119,CUST_0059,Household,Toilet_Paper,2,10.68,21.36,46.0
TXN_000120,CUST_0286,Dairy,Cheese,1,5.94,5.94,59.5
TXN_000120,CUST_0286,Snacks,Chips,1,4.84,4.84,63.5
TXN_000121,CUST_0137,Dairy,Cheese,1,6.6,6.6,87.2
TXN_000121,CUST_0137,Snacks,Crackers,2,2.19,4.38,89.2
TXN_000121,CUST_0137,Pantry,Canned_Goods,1,1.1,1.1,70.5
TXN_000121,CUST_0137,Pantry,Pasta,3,1.8,5.4,83.3
TXN_000121,CUST_0137,Dairy,Yogurt,1,2.14,2.14,50.9
TXN_000122,CUST_0016,Produce,Apples,1,2.82,2.82,67.7
TXN_000122,CUST_0016,Bakery,Bagels,5,4.54,22.7,92.5
TXN_000122,CUST_0016,Dairy,Cream,1,2.13,2.13,92.1
TXN_000122,CUST_0016,Beverages,Coffee,2,8.48,16.96,100.0
TXN_000122,CUST_0016,Bakery,Muffins,1,3.31,3.31,86.6
TXN_000123,CUST_0291,Personal_Care,Deodorant,4,4.02,16.08,76.2
TXN_000123,CUST_0291,Personal_Care,Shampoo,2,6.3,12.6,90.9
TXN_000123,CUST_0291,Dairy,Butter,2,5.49,10.98,100.0
TXN_000123,CUST_0291,Meat,Pork,1,13.32,13.32,60.2
TXN_000123,CUST_0291,Bakery,Bread,2,3.59,7.18,98.9
TXN_000123,CUST_0291,Personal_Care,Soap,1,3.57,3.57,92.9
TXN_000124,CUST_0213,Meat,Beef,1,10.02,10.02,100.0
TXN_000124,CUST_0213,Produce,Onions,1,2.34,2.34,100.0
TXN_000124,CUST_0213,Meat,Deli_Meat,1,6.46,6.46,100.0
TXN_000124,CUST_0213,Meat,Chicken,1,11.18,11.18,100.0
TXN_000124,CUST_0213,Pantry,Rice,4,3.25,13.0,100.0
TXN_000124,CUST_0213,Meat,Pork,5,11.34,56.7,100.0
TXN_000124,CUST_0213,Pantry,Pasta,3,2.14,6.42,100.0
TXN_000124,CUST_0213,Pantry,Canned_Goods,1,1.03,1.03,99.5
TXN_000124,CUST_0213,Bakery,Pastries,2,5.67,11.34,100.0
TXN_000124,CUST_0213,Meat,Fish,1,16.51,16.51,100.0
TXN_000125,CUST_0257,Personal_Care,Shampoo,2,9.68,19.36,85.6
TXN_000125,CUST_0257,Pantry,Pasta,1,2.21,2.21,88.7
TXN_000125,CUST_0257,Personal_Care,Soap,1,2.48,2.48,90.4
TXN_000125,CUST_0257,Pantry,Canned_Goods,3,1.67,5.01,100.0
TXN_000125,CUST_0257,Meat,Deli_Meat,3,4.4,13.2,67.3
TXN_000125,CUST_0257,Personal_Care,Deodorant,1,3.71,3.71,39.7
TXN_000125,CUST_0257,Personal_Care,Toothpaste,2,3.95,7.9,46.8
TXN_000126,CUST_0088,Household,Detergent,1,13.57,13.57,98.2
TXN_000126,CUST_0088,Household,Cleaning_Supplies,2,3.88,7.76,77.8
TXN_000126,CUST_0088,Bakery,Muffins,2,2.65,5.3,94.3
TXN_000126,CUST_0088,Beverages,Coffee,1,10.99,10.99,100.0
TXN_000126,CUST_0088,Dairy,Cream,1,3.67,3.67,100.0
TXN_000127,CUST_0159,Snacks,Crackers,2,2.92,5.84,77.2
TXN_000127,CUST_0159,Dairy,Cheese,1,4.13,4.13,78.2
TXN_000127,CUST_0159,Produce,Apples,4,2.81,11.24,81.5
TXN_000127,CUST_0159,Snacks,Cookies,3,5.26,15.78,54.3
TXN_000127,CUST_0159,Pantry,Cereals,4,5.01,20.04,100.0
TXN_000127,CUST_0159,Dairy,Milk,2,3.22,6.44,64.4
TXN_000128,CUST_0076,Bakery,Muffins,2,2.76,5.52,79.8
TXN_000128,CUST_0076,Beverages,Coffee,5,5.78,28.9,95.7
TXN_000128,CUST_0076,Dairy,Cream,2,3.84,7.68,100.0
TXN_000128,CUST_0076,Snacks,Cookies,1,5.5,5.5,100.0
TXN_000128,CUST_0076,Beverages,Juice,3,4.41,13.23,100.0
TXN_000128,CUST_0076,Frozen,Ice_Cream,1,7.85,7.85,97.5
TXN_000128,CUST_0076,Household,Toilet_Paper,3,12.82,38.46,72.7
TXN_000129,CUST_0166,Household,Paper_Towels,1,12.93,12.93,87.7
TXN_000129,CUST_0166,Household,Toilet_Paper,1,10.12,10.12,85.7
TXN_000129,CUST_0166,Household,Cleaning_Supplies,1,5.11,5.11,82.1
TXN_000129,CUST_0166,Personal_Care,Soap,1,3.23,3.23,100.0
TXN_000129,CUST_0166,Household,Detergent,1,14.13,14.13,100.0
TXN_000129,CUST_0166,Personal_Care,Shampoo,2,11.14,22.28,100.0
TXN_000129,CUST_0166,Meat,Pork,1,6.63,6.63,50.9
TXN_000130,CUST_0040,Household,Toilet_Paper,2,19.95,39.9,62.8
TXN_000130,CUST_0040,Produce,Apples,3,2.28,6.84,46.6
TXN_000131,CUST_0260,Pantry,Cereals,4,5.01,20.04,83.9
TXN_000131,CUST_0260,Dairy,Milk,3,4.76,14.28,99.2
TXN_000132,CUST_0231,Personal_Care,Toothpaste,1,3.3,3.3,66.5
TXN_000132,CUST_0231,Meat,Deli_Meat,3,6.41,19.23,52.9
TXN_000132,CUST_0231,Frozen,Frozen_Meals,2,5.53,11.06,60.6
TXN_000132,CUST_0231,Personal_Care,Shampoo,2,9.62,19.24,53.6
TXN_000133,CUST_0176,Snacks,Candy,1,2.46,2.46,42.2
TXN_000133,CUST_0176,Snacks,Chips,2,4.85,9.7,100.0
TXN_000133,CUST_0176,Beverages,Soda,2,2.45,4.9,97.9
TXN_000134,CUST_0225,Frozen,Frozen_Meals,1,4.45,4.45,40.1
TXN_000134,CUST_0225,Frozen,Frozen_Vegetables,1,2.55,2.55,44.7
TXN_000135,CUST_0145,Pantry,Cereals,1,4.45,4.45,88.6
TXN_000135,CUST_0145,Dairy,Milk,1,3.41,3.41,90.1
TXN_000135,CUST_0145,Dairy,Cream,2,2.01,4.02,100.0
TXN_000135,CUST_0145,Snacks,Cookies,2,4.29,8.58,100.0
TXN_000135,CUST_0145,Frozen,Ice_Cream,1,7.73,7.73,100.0
TXN_000135,CUST_0145,Beverages,Juice,2,2.34,4.68,96.4
TXN_000135,CUST_0145,Bakery,Bagels,1,4.01,4.01,99.9
TXN_000135,CUST_0145,Snacks,Candy,2,3.98,7.96,100.0
TXN_000135,CUST_0145,Pantry,Spices,1,3.65,3.65,49.0
TXN_000136,CUST_0042,Personal_Care,Soap,4,3.14,12.56,67.1
TXN_000136,CUST_0042,Pantry,Pasta,2,1.96,3.92,74.1
TXN_000136,CUST_0042,Pantry,Canned_Goods,1,1.12,1.12,61.2
TXN_000136,CUST_0042,Personal_Care,Shampoo,2,9.49,18.98,75.9
TXN_000137,CUST_0159,Personal_Care,Shampoo,1,4.97,4.97,62.9
TXN_000137,CUST_0159,Personal_Care,Soap,1,3.25,3.25,84.1
TXN_000137,CUST_0159,Snacks,Cookies,2,4.88,9.76,61.7
TXN_000137,CUST_0159,Snacks,Nuts,1,8.75,8.75,56.7
TXN_000137,CUST_0159,Produce,Apples,3,2.59,7.77,70.1
TXN_000138,CUST_0217,Frozen,Frozen_Vegetables,4,2.13,8.52,62.9
TXN_000138,CUST_0217,Meat,Fish,1,12.49,12.49,80.9
TXN_000138,CUST_0217,Pantry,Pasta,1,2.23,2.23,50.6
TXN_000139,CUST_0249,Bakery,Pastries,2,4.03,8.06,63.7
TXN_000139,CUST_0249,Bakery,Bread,2,3.3,6.6,91.8
TXN_000139,CUST_0249,Dairy,Butter,1,5.18,5.18,91.8
TXN_000140,CUST_0260,Frozen,Frozen_Pizza,1,7.16,7.16,56.1
TXN_000140,CUST_0260,Frozen,Frozen_Meals,3,6.43,19.29,67.0
TXN_000140,CUST_0260,Frozen,Ice_Cream,4,5.72,22.88,88.3
TXN_000140,CUST_0260,Snacks,Cookies,1,4.6,4.6,56.0
TXN_000141,CUST_0084,Bakery,Bread,2,2.75,5.5,71.0
TXN_000141,CUST_0084,Household,Paper_Towels,1,14.23,14.23,85.3
TXN_000141,CUST_0084,Produce,Onions,1,1.23,1.23,45.4
TXN_000141,CUST_0084,Dairy,Yogurt,2,1.51,3.02,71.7
TXN_000141,CUST_0084,Household,Toilet_Paper,1,14.1,14.1,88.9
TXN_000141,CUST_0084,Snacks,Cookies,2,3.78,7.56,53.5
TXN_000142,CUST_0146,Snacks,Crackers,5,3.36,16.8,53.5
TXN_000142,CUST_0146,Bakery,Bagels,1,3.06,3.06,73.4
TXN_000142,CUST_0146,Dairy,Cream,2,3.93,7.86,99.5
TXN_000143,CUST_0241,Bakery,Pastries,1,3.48,3.48,34.1
TXN_000143,CUST_0241,Beverages,Tea,1,6.78,6.78,30.6
TXN_000144,CUST_0237,Meat,Pork,1,13.65,13.65,92.2
TXN_000144,CUST_0237,Frozen,Frozen_Meals,1,6.55,6.55,94.4
TXN_000144,CUST_0237,Bakery,Pastries,5,3.87,19.35,88.0
TXN_000144,CUST_0237,Produce,Lettuce,4,2.08,8.32,94.4
TXN_000144,CUST_0237,Dairy,Butter,2,3.89,7.78,69.0
TXN_000144,CUST_0237,Beverages,Juice,2,3.63,7.26,73.1
TXN_000144,CUST_0237,Produce,Tomatoes,1,2.6,2.6,99.0
TXN_000144,CUST_0237,Household,Paper_Towels,1,9.36,9.36,48.7
TXN_000145,CUST_0064,Meat,Pork,4,10.46,41.84,73.2
TXN_000145,CUST_0064,Meat,Deli_Meat,1,6.32,6.32,63.6
TXN_000145,CUST_0064,Produce,Tomatoes,2,2.98,5.96,64.1
TXN_000145,CUST_0064,Produce,Apples,1,2.99,2.99,82.3
TXN_000146,CUST_0114,Beverages,Coffee,2,6.41,12.82,100.0
TXN_000146,CUST_0114,Dairy,Cheese,1,4.16,4.16,100.0
TXN_000146,CUST_0114,Bakery,Muffins,1,3.93,3.93,98.0
TXN_000146,CUST_0114,Dairy,Cream,4,3.44,13.76,100.0
TXN_000146,CUST_0114,Snacks,Crackers,1,4.37,4.37,90.8
TXN_000147,CUST_0192,Bakery,Bagels,3,3.55,10.65,88.0
TXN_000147,CUST_0192,Dairy,Cream,5,2.97,14.85,85.6
TXN_000147,CUST_0192,Snacks,Chips,3,3.77,11.31,42.4
TXN_000148,CUST_0172,Produce,Tomatoes,3,2.77,8.31,72.3
TXN_000148,CUST_0172,Produce,Lettuce,2,2.24,4.48,86.4
TXN_000148,CUST_0172,Frozen,Frozen_Vegetables,5,2.82,14.1,61.8
TXN_000149,CUST_0072,Snacks,Candy,3,2.72,8.16,83.3
TXN_000149,CUST_0072,Snacks,Chips,3,2.19,6.57,87.4
TXN_000149,CUST_0072,Beverages,Soda,3,2.17,6.51,100.0
TXN_000149,CUST_0072,Personal_Care,Toothpaste,4,2.06,8.24,78.5
